ID;Dateiname;URL;Format;Breite;Hoehe;Dateigroesse_KB;Alt_Text;Verwendung;Qualitaet_Wiederverwendbar;Empfehlung_fuer_Relaunch
1306;Dielenfussboden-Grossbothen.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Dielenfussboden-Grossbothen.jpeg;jpeg;640;427;0.0;Ein leerer Raum mit hellen Holzdielen, einer weißen Wand, einem weißen Heizkörper und mehreren Steckdosen an den Wänden. Der Raum scheint gut beleuchtet und unmöbliert zu sein.;Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1304;Dachstuhl-Sanierung-Kirche-Wildenhain.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Dachstuhl-Sanierung-Kirche-Wildenhain.jpeg;jpeg;640;427;0.0;Holzbalken und -bretter bilden das Gerüst eines im Bau befindlichen Schrägdachs, auf dessen Boden links ein Stapel Holzbretter aufgeschichtet ist. Das Licht fällt durch die Lücken zwischen den Dachlatten.;Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1303;Dachstuhl-Wintergarten-Hohnbach.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Dachstuhl-Wintergarten-Hohnbach.jpeg;jpeg;640;427;0.0;Ein modernes zweistöckiges Haus mit großen Fenstern, Sonnenkollektoren auf dem dunkelgrauen Dach und hellgelb-grünen Außenwänden unter einem klaren blauen Himmel.;Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1302;Dachreiter-Neubau-Leipzig.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Dachreiter-Neubau-Leipzig.jpeg;jpeg;640;427;0.0;Nahaufnahme eines im Bau befindlichen Gebäudes mit einer Reihe gelber Lüftungslamellen in der Nähe des Daches und schwarzem wetterfestem Material mit der Aufschrift DELTA VENT S an den Außenwänden.;Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1301;Carport-Hohnbach.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Carport-Hohnbach.jpeg;jpeg;640;427;0.0;Eine teilweise errichtete Holzrahmenkonstruktion wird im Freien auf einem Betonfundament errichtet. Es sind Leitern und Baumaterialien zu sehen, und eine Person steht auf einer Leiter und arbeitet an dem Gerüst.;Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1300;Binderdachstuhl-Kindergarten-Wechselburg.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Binderdachstuhl-Kindergarten-Wechselburg.jpeg;jpeg;427;640;0.0;Nahaufnahme von hölzernen Dachstühlen und Balken im Bau, die das Gerüst eines Gebäudes mit sich kreuzenden Hölzern und Metallbefestigungen zeigen, beleuchtet von natürlichem Licht.;Vorschaubild / Galerie-Detail;Bedingt;Nur in Detailgalerien oder ersetzen durch höher auflösende Originale
1299;Bild-86.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-86.jpeg;jpeg;640;427;0.0;Ansicht eines im Bau befindlichen Dachstuhls aus Holz, mit sichtbaren Balken und Stützen vor einem klaren blauen Himmel. Im Hintergrund sind einige Gerüste und Baugeräte zu sehen.;Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1298;Bild-85.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-85.jpeg;jpeg;427;640;0.0;Nahaufnahme von Holzbalken und -verstrebungen, die Teil einer Dachkonstruktion sind, und die den Zusammenbau und die Anordnung der Holzstützen in einem teilweise errichteten Gebäude zeigen. Der Lichteinfall erfolgt von der rechten Seite.;Vorschaubild / Galerie-Detail;Bedingt;Nur in Detailgalerien oder ersetzen durch höher auflösende Originale
1297;Bild-84.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-84.jpeg;jpeg;427;640;0.0;Nahaufnahme einer Holzbalkenverbindung in einer Fachwerkkonstruktion, die mit Holzpflöcken zusammengehalten wird, mit einem gewellten Dach und einer lichtdurchlässigen Abdeckung im Hintergrund.;Vorschaubild / Galerie-Detail;Bedingt;Nur in Detailgalerien oder ersetzen durch höher auflösende Originale
1296;Bild-83.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-83.jpeg;jpeg;427;640;0.0;Das Sonnenlicht scheint durch eine unfertige Holzkonstruktion und hebt die sich kreuzenden Balken und Bohlen hervor. Ein Teil einer Plane oder eines Stoffes bedeckt den Hintergrund und deutet auf laufende Bau- oder Renovierungsarbeiten hin.;Vorschaubild / Galerie-Detail;Bedingt;Nur in Detailgalerien oder ersetzen durch höher auflösende Originale
1295;Bild-80.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-80.jpeg;jpeg;640;427;0.0;"Ein zweistöckiges, im Bau befindliches Haus mit einem Gerüst drum herum und freiliegenden Dachbalken; die Wände sind unvollendet, und Baumaterialien liegen in der Nähe verstreut.";Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1294;Bild-79.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-79.jpeg;jpeg;640;427;0.0;Eine teilweise isolierte Wand mit freiliegenden Ziegelsteinen, Holzrahmen und Mineralwolleplatten. Eine metallene Trittleiter, ein hölzerner Sägebock und ein Besen stehen vor der Wand.;Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1293;Bild-76.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-76.jpeg;jpeg;427;640;0.0;Im Bau befindliches Dach mit neuen, hellen Holzbalken, die ältere, dunklere Balken verstärken. Es sind Planen und Baumaterialien zu sehen, und am Rande des Daches steht ein Gerüst.;Vorschaubild / Galerie-Detail;Bedingt;Nur in Detailgalerien oder ersetzen durch höher auflösende Originale
1292;Bild-74.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-74.jpeg;jpeg;427;640;0.0;Ein teilweise errichtetes Dach mit freiliegenden Holzbalken und einer grünen, gitterförmigen Dämmplatte. Einige Bereiche sind mit Planen abgedeckt, und im Hintergrund ist der Himmel zu sehen.;Vorschaubild / Galerie-Detail;Bedingt;Nur in Detailgalerien oder ersetzen durch höher auflösende Originale
1291;Bild-71.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-71.jpeg;jpeg;640;427;0.0;Blick von unten auf einen hölzernen Überhang, der an einem Gebäude angebracht ist und von einem diagonalen Holzbalken getragen wird. Die Struktur scheint aus hellem Holz neu errichtet worden zu sein. Ein Teil einer Dachrinne und einer Mauer sind ebenfalls sichtbar.;Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1290;Bild-68.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-68.jpeg;jpeg;640;427;0.0;Ein gemauerter Freiluftofen mit einem hölzernen Dachstuhl im Bau, der von einer Leiter gestützt wird, steht in einem Garten mit Bäumen und bewölktem Himmel im Hintergrund.;Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1289;Bild-67.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-67.jpeg;jpeg;640;427;0.0;"Ein kleiner Backofen aus Ziegelsteinen im Freien mit einem Schrägdach, das mit roten, fischschuppenartigen Schindeln bedeckt ist; in der Nähe steht eine Leiter und im Hintergrund sind Bäume zu sehen.";Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1288;Bild-66.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-66.jpeg;jpeg;640;427;0.0;Ein im Bau befindlicher Carport-Rahmen aus Holz steht auf einer Schotterfläche. Die Konstruktion hat robuste Balken und Pfosten, aber noch kein Dach. Im Hintergrund sind Häuser und ein Brennholzstapel zu sehen. An der Vorderseite verläuft ein Drahtzaun.;Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1287;Bild-65.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-65.jpeg;jpeg;640;427;0.0;Eine im Bau befindliche Holzpergola steht auf dem nackten Boden eines Gartens. Im Hintergrund sind ein Gewächshaus, Bäume und Häuser zu sehen.;Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1286;Bild-63.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-63.jpeg;jpeg;640;427;0.0;Eine teilweise errichtete Außenstruktur mit einem weißen Holzdach und grauen Steinblockwänden, die an einen Garten mit Grünpflanzen und Mulch grenzt.;Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1285;Bild-62.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-62.jpeg;jpeg;640;427;0.0;Weiße Holzbalken bilden den Rahmen für ein Terrassendach über einem gefliesten Außenbereich, in dessen Hintergrund Gras, Sträucher und ein Trampolin zu sehen sind.;Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1284;Bild-61.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-61.jpeg;jpeg;640;427;0.0;Ein weißer Pergola-Rahmen aus Metall ist an einem grauen Gebäude mit einer Tür, einem orangefarbenen Abflussrohr und einer Außenbeleuchtung angebracht. Der Boden ist gepflastert, und entlang der Mauer befindet sich eine weiße Steineinfassung.;Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1283;Bild-59.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-59.jpeg;jpeg;640;427;0.0;"Eine hölzerne Pergola mit einem Schrägdach steht in einem Garten, der von grünen Pflanzen und Bäumen umgeben ist; auf der rechten Seite des Bildes ist eine Person zu sehen.";Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1281;Bild-53.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-53.jpeg;jpeg;427;640;0.0;Ein hölzerner Unterstand mit schrägem Dach, Seitenwand und Querverstrebungen steht auf einem gepflasterten Weg neben einem Maschendrahtzaun in einem Hinterhof. Im Hintergrund ist ein gelbes Haus mit einem Balkon zu sehen.;Vorschaubild / Galerie-Detail;Bedingt;Nur in Detailgalerien oder ersetzen durch höher auflösende Originale
1280;Bild-52.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-52.jpeg;jpeg;640;427;0.0;Eine hölzerne Außenstruktur mit schrägem Dach und senkrechten Pfosten, die auf einer gepflasterten Fläche mit Gras in der Nähe steht. An der Basis der Struktur sind Ziegelstapel angebracht. Im Hintergrund sind Bäume zu sehen.;Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1279;Bild-51.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-51.jpeg;jpeg;640;427;0.0;Hölzerne Dachstühle und Balken im Bau, wobei der blaue Himmel durch den Dachstuhl zu sehen ist, was die frühen Phasen des Baus einer Dachkonstruktion veranschaulicht.;Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1278;Bild-47.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-47.jpeg;jpeg;427;640;0.0;"Ein teilweise gebautes Holzhaus mit freiliegenden Balken und einem wolkenverhangenen blauen Himmel darüber; auf dem Betonboden sind Baumaterialien und Werkzeuge zu sehen.";Vorschaubild / Galerie-Detail;Bedingt;Nur in Detailgalerien oder ersetzen durch höher auflösende Originale
1277;Bild-44.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-44.jpeg;jpeg;640;427;0.0;Teilweise errichtetes Gebäude mit Holzbalken und -stämmen, die den Dachstuhl bilden, Betonblockwänden und sichtbaren Gerüsten vor blauem Himmel.;Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1276;Bild-43.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-43.jpeg;jpeg;640;427;0.0;An einem im Bau befindlichen Haus werden hölzerne Dachstühle angebracht. Ein Teil des Daches ist mit neuen roten Ziegeln gedeckt, und vor dem blauen Himmel sind Gerüste und Holzbalken zu sehen.;Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1275;Bild-42.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-42.jpeg;jpeg;640;427;0.0;Ein im Bau befindliches Gebäude mit freiliegenden hölzernen Dachstühlen und einer darunter liegenden Betonblockstruktur, die teilweise von einem rosafarbenen Isolierstreifen umrandet wird, vor einem klaren Himmel.;Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1273;Bild-39.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-39.jpeg;jpeg;640;427;0.0;Auf einem Schlackensteinfundament wird gerade ein Holzgerüst für eine Wand errichtet. Im Hintergrund sind Bäume und ein bewölkter Himmel zu sehen.;Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1272;Bild-38.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-38.jpeg;jpeg;427;640;0.0;Neben einem Haus wird ein Holzrahmenbau errichtet, bei dem vertikale und horizontale Balken eingesetzt werden. Die Baustelle ist umgeben von Bäumen und Baumstämmen unter einem klaren blauen Himmel.;Vorschaubild / Galerie-Detail;Bedingt;Nur in Detailgalerien oder ersetzen durch höher auflösende Originale
1271;Bild-35.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-35.jpeg;jpeg;640;427;0.0;Ein runder, oberirdischer Pool, der mit einer grünen Plane abgedeckt ist, steht unter einer hölzernen Pergola in einem Hinterhof, der von Gras, Bäumen und einem Holzzaun umgeben ist.;Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1269;Bild-31.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-31.jpeg;jpeg;427;640;0.0;Ein hölzerner Vorbau mit freiliegenden Balken steht über dem Eingang eines beigefarbenen Hauses und verdeckt teilweise die Türöffnung. Die Struktur ist nicht überdacht und ruht auf Metallfundamenten in einem kleinen Gartenbereich.;Vorschaubild / Galerie-Detail;Bedingt;Nur in Detailgalerien oder ersetzen durch höher auflösende Originale
1268;Bild-30.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-30.jpeg;jpeg;427;640;0.0;Ein kleiner Holzschuppen mit horizontalen Brettern und einer offenen Tür, der an der Seite eines Gebäudes angebracht ist. Das Sonnenlicht wirft Schatten, und vor dem Eingang ist etwas Gras zu sehen.;Vorschaubild / Galerie-Detail;Bedingt;Nur in Detailgalerien oder ersetzen durch höher auflösende Originale
1267;Bild-29.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-29.jpeg;jpeg;427;640;0.0;Nahaufnahme der Außenwand eines Holzschuppens oder eines kleinen Gebäudes mit horizontaler Holzvertäfelung und natürlicher Oberfläche. Auf der rechten Seite ist eine offene Tür zu sehen.;Vorschaubild / Galerie-Detail;Bedingt;Nur in Detailgalerien oder ersetzen durch höher auflösende Originale
1266;Bild-27.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-27.jpeg;jpeg;640;427;0.0;Ein im Bau befindliches Gebäude mit freiliegenden Holzbalken, einem Gerüst und einem unteren Teil aus Ziegeln. Das obere Dach ist mit grauen Schindeln gedeckt, während die Wände unbearbeitet und offen sind.;Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1265;Bild-26.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-26.jpeg;jpeg;427;640;0.0;Zwei helle Holztüren mit runden, ausgeschnittenen Griffen in einem rustikalen Holzrahmen, umgeben von groben Holzbalken.;Vorschaubild / Galerie-Detail;Bedingt;Nur in Detailgalerien oder ersetzen durch höher auflösende Originale
1264;Bild-25.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-25.jpeg;jpeg;640;427;0.0;Holzbalken und Gerüst eines im Bau befindlichen Gebäudes, wobei ein Teil des oberen Teils mit einer blauen Plane abgedeckt ist. Im Hintergrund sind der Himmel und das Dach eines nahe gelegenen Gebäudes zu sehen.;Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1263;Bild-24.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-24.jpeg;jpeg;640;427;0.0;"Ein teilweise aufgebauter Carport aus Holz steht neben einem beigen Haus mit rotem Dach; ein weißer Lieferwagen ist in der Nähe geparkt und Leitern sind an die Struktur gelehnt. Zwei Personen arbeiten unter den Balken.";Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1261;Bild-19-1.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-19-1.jpeg;jpeg;640;427;0.0;Ein teilweise gebautes hölzernes Vordach, das an ein Haus angebaut ist, bedeckt mit schwarzem wasserdichtem Material. Holzbalken und Stützen sind sichtbar, im Hintergrund eine Leiter und Grünpflanzen.;Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1260;Bild-16-1.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-16-1.jpeg;jpeg;427;640;0.0;Eine Doppeltür aus Holz ohne Griffe ist in eine helle Wand eingelassen. Auf der Vorderseite befindet sich ein gepflasterter Weg, und der obere Teil des Gebäudes ist mit vertikalen Holzplatten verkleidet.;Vorschaubild / Galerie-Detail;Bedingt;Nur in Detailgalerien oder ersetzen durch höher auflösende Originale
1259;Bild-15-1.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-15-1.jpeg;jpeg;640;427;0.0;"Ein großes, im Bau befindliches Gebäude mit freiliegenden hölzernen Dachstühlen, grauen Betonwänden und einem schwarzen Auto, das in der Nähe geparkt ist; Baumaterialien sind bei bedecktem Himmel auf dem Gelände verstreut.";Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1258;Bild-10-1.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-10-1.jpeg;jpeg;640;427;0.0;"Ein in Renovierung befindliches Haus mit einer teilweise errichteten Holzrahmenkonstruktion an der Seite; Baumaterialien und Schutt liegen auf dem Rasen in der Nähe verstreut.";Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1257;Bild-5-1.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-5-1.jpeg;jpeg;640;427;0.0;Ein im Bau befindliches Haus mit einem teilweise errichteten hölzernen Dachstuhl, einem Baugerüst an einer Seite und einem klaren blauen Himmel mit vereinzelten Wolken im Hintergrund.;Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1256;Bild-2-2.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-2-2.jpeg;jpeg;640;427;0.0;Eine Person fegt unter einem großen hölzernen Carport, der an ein kleines weißes Gebäude mit Ziegeldach angebaut ist. Es sind Bauwerkzeuge, eine Schubkarre und Leitern zu sehen. Der umliegende Hof besteht aus kahlem Boden und Gras.;Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1255;Bild-1-1.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-1-1.jpeg;jpeg;640;427;0.0;"Nahaufnahme eines hölzernen Pergoladachs mit freiliegenden Balken und einer schrägen Konstruktion; im Hintergrund sind grüne Bäume und ein Teil eines Hauses zu sehen.";Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1208;Bild-20.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-20.jpeg;jpeg;427;640;0.0;Ein großer Holztisch mit glatter Oberfläche und stabilen Beinen steht in einer Werkstatt, umgeben von Werkzeugen, Holzbrettern und großen Fenstern, die Tageslicht hereinlassen.;Vorschaubild / Galerie-Detail;Bedingt;Nur in Detailgalerien oder ersetzen durch höher auflösende Originale
1207;Bild-19.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-19.jpeg;jpeg;427;640;0.0;"Ein großer, rechteckiger Holztisch mit Metallbeinen steht in einer Werkstatt; man sieht Holzbearbeitungswerkzeuge, Regale und eine Person, die im Hintergrund arbeitet.";Vorschaubild / Galerie-Detail;Bedingt;Nur in Detailgalerien oder ersetzen durch höher auflösende Originale
1206;Bild-18.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-18.jpeg;jpeg;427;640;0.0;Eine Essecke mit einem ovalen Holztisch, vier dunkel gepolsterten Stühlen und eingebauten Fensterbänken in einer Ecke mit großen Fenstern und Holzfußboden. Natürliches Licht durchflutet den gemütlichen Raum.;Vorschaubild / Galerie-Detail;Bedingt;Nur in Detailgalerien oder ersetzen durch höher auflösende Originale
1202;Bild-14.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-14.jpeg;jpeg;427;640;0.0;Ein modernes Badezimmer mit grauen Fliesen an den Wänden und auf dem Boden, mit einem eingebauten Holzschrank mit horizontalen Paneelen und einem Regal mit Toilettenartikeln, einem Schwamm und einer Bürste. Im Hintergrund sind ein Handtuchhalter und eine offene Tür zu sehen.;Vorschaubild / Galerie-Detail;Bedingt;Nur in Detailgalerien oder ersetzen durch höher auflösende Originale
1200;Bild-12.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-12.jpeg;jpeg;427;640;0.0;Modernes Badezimmer mit einer wandmontierten Toilette, einem schwimmenden Waschbecken mit einem Spiegel darüber, Regalen mit Toilettenartikeln, einem Hochschrank und einer Grünpflanze auf dem Boden. Natürliches Licht fällt durch ein Fenster ein.;Vorschaubild / Galerie-Detail;Bedingt;Nur in Detailgalerien oder ersetzen durch höher auflösende Originale
1199;Bild-11.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-11.jpeg;jpeg;640;427;0.0;Großer weißer Einbauschrank mit zwei silbernen Griffen vor einer grau gefliesten Wand und einem grauen Boden. Unterhalb und seitlich des Schranks sind ein kleines Fenster mit Pflanzen und eine schmale Nische zu sehen.;Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1198;Bild-10.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-10.jpeg;jpeg;427;640;0.0;Ein modernes Badezimmer mit grünen Fliesen hinter einer Wandtoilette, einem Holzregal mit Körben unter einem weißen Waschbecken, einem quadratischen Spiegel und Toilettenartikeln auf der Arbeitsplatte. Der Fußboden ist mit Holzmustern versehen.;Vorschaubild / Galerie-Detail;Bedingt;Nur in Detailgalerien oder ersetzen durch höher auflösende Originale
1193;Bild-5.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-5.jpeg;jpeg;640;427;0.0;Ein hölzernes Wandpaneel mit mehreren schwarzen Kleiderhaken ist in einem Flur unter einer Holztreppe angebracht. Auf der rechten Seite befinden sich Türen und eine kleine weiße Leiste unter dem Paneel. Der Raum wirkt aufgeräumt und modern.;Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1192;Bild-4-1.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-4-1.jpeg;jpeg;640;427;0.0;Ein hölzerner Garderobenständer mit mehreren Haken ist an einer Wand unter einer Holztreppe in einem Flur angebracht. Im Paneel ist ein Lichtschalter integriert und im Hintergrund sind zwei Türöffnungen zu sehen.;Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1190;Bild-2-1.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-2-1.jpeg;jpeg;640;427;0.0;Ein hölzerner Kindertisch mit zwei eingebauten Bänken, die sich gegenüberstehen, mit abgerundeten Kanten und kreisförmigen Ausschnitten an den Seitenwänden, aufgestellt auf einem Werkstattboden.;Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1189;Bild-1.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-1.jpeg;jpeg;640;427;0.0;Ein hölzerner Kindertisch mit zwei dazu passenden Stühlen aus hellem Holz mit abgerundeten Kanten und kreisförmigen Aussparungen, die auf dem Boden einer Werkstatt stehen.;Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1187;Bild-4.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-4.jpeg;jpeg;640;427;0.0;Eine hölzerne Wandgarderobe mit acht schwarzen Haken befindet sich unter einer Holztreppe in einem Flur mit cremefarbenen Wänden und braunen Türrahmen.;Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
1185;Bild-2.jpeg;https://bau-mueller.eu/wp-content/uploads/2022/04/Bild-2.jpeg;jpeg;640;427;0.0;Ein kleiner Holztisch für Kinder mit zwei angebrachten Sitzbänken aus hellem Holz. Die Bänke stehen sich gegenüber und der Tisch steht mittig zwischen ihnen, alles auf einem einzigen Holzsockel.;Referenzkarte / Leistungs-Detail;Ja;In WebP konvertieren, 800-1000px, Zielgröße <= 100 KB
940;Betonarbeitenneu.jpg;https://bau-mueller.eu/wp-content/uploads/2022/03/Betonarbeitenneu.jpg;jpeg;560;373;0.0;Betonarbeiten Colditz;Vorschaubild / Galerie-Detail;Bedingt;Nur in Detailgalerien oder ersetzen durch höher auflösende Originale
932;maurerarbeiten.jpg;https://bau-mueller.eu/wp-content/uploads/2022/03/maurerarbeiten.jpg;jpeg;560;373;0.0;maurer colditz;Vorschaubild / Galerie-Detail;Bedingt;Nur in Detailgalerien oder ersetzen durch höher auflösende Originale
882;zimmerei.jpg;https://bau-mueller.eu/wp-content/uploads/2022/03/zimmerei.jpg;jpeg;560;373;0.0;Eine Holzwerkstatt mit Holzbrettern, Sägeböcken und Werkzeugen, die verstreut herumliegen. Das Sonnenlicht fällt durch die Fenster und erhellt den Arbeitsbereich. Die Szene vermittelt eine rustikale, fleißige Atmosphäre.;Vorschaubild / Galerie-Detail;Bedingt;Nur in Detailgalerien oder ersetzen durch höher auflösende Originale
857;uberuns3.jpg;https://bau-mueller.eu/wp-content/uploads/2022/03/uberuns3.jpg;jpeg;373;559;0.0;Baugeschäft Müller Hohnbach;Vorschaubild / Galerie-Detail;Bedingt;Nur in Detailgalerien oder ersetzen durch höher auflösende Originale
848;uberuns1.jpg;https://bau-mueller.eu/wp-content/uploads/2022/03/uberuns1.jpg;jpeg;560;373;0.0;Baugeschäft Müller Hohnbach;Vorschaubild / Galerie-Detail;Bedingt;Nur in Detailgalerien oder ersetzen durch höher auflösende Originale
